,Ligand SMILES,IC50 (nM),ref,inner_ID
4907,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=NNC(=C4)CO,18800,Pubchem&Chembl,id_4907
4908,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4CC(NN4)CO,18800,Pubchem&Chembl,id_4908
4909,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cc(CO)[nH]n1,18800,BindingDB,id_4909
4910,O=C(CCl)N1CCN(Cc2cccc(Cl)c2)C[C@@H]1Cc1ccccc1,18850.71501,Moonshot,id_4910
4911,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccccc1,18870,BindingDB,id_4911
4912,C1CN([C@H](CN1CC2=CC(=CC=C2)Cl)CC3=CC=CC=C3)C(=O)CCl,18900,Pubchem&Chembl,id_4912
4913,ClCC(=O)N1CCN(Cc2cccc(Cl)c2)C[C@@H]1Cc1ccccc1,18900,BindingDB,id_4913
4914,O=C(CCl)Nc1nc2c(S(=O)(=O)NCCc3ccccc3)cccc2s1,18902.78926,Moonshot,id_4914
4915,CC1=C(C#N)C(=O)N(CCCO)C(=O)/C1=N\Nc1ccc(Br)cc1C(=O)O,19090,Pubchem&Chembl,id_4915
4916,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(C2COC2)c1,19090.88324,Moonshot,id_4916
4917,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)C1COC1,19100,BindingDB,id_4917
4918,Cc1cc(OC(CCC(F)(F)F)c2ccc(cc2)C(=O)NCCC(O)=O)cc(C)c1-c1ccc(cc1)C(C)(C)C,19180,BindingDB,id_4918
4919,O=C(CCl)N1CCCc2cc(NCc3ccc(F)cc3Cl)ccc21,19263.26197,Moonshot,id_4919
4920,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(-c2cnn(C)c2C(F)F)c1,19267.89884,Moonshot,id_4920
4921,C1=CC=C2C(=C1)C=NC=C2NC(=O)C(CO)C3=CC(=C(C=C3)Cl)Cl,19300,Pubchem&Chembl,id_4921
4922,C1=CC=C2C(=C1)C=NC=C2NC(=O)CCC3=CC(=CC=C3)Cl,19300,Pubchem&Chembl,id_4922
4923,C1CC2=C(C=CC(=C2)NCC3=C(C=C(C=C3)F)Cl)N(C1)C(=O)CCl,19300,Pubchem&Chembl,id_4923
4924,OCC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,19300,BindingDB,id_4924
4925,Clc1cccc(CCC(=O)Nc2cncc3ccccc23)c1,19300,BindingDB,id_4925
4926,Fc1ccc(CNc2ccc3N(CCCc3c2)C(=O)CCl)c(Cl)c1,19300,BindingDB,id_4926
4927,O=C(Nc1cncc2ccccc12)C(CO)c1ccc(Cl)c(Cl)c1,19308.41713,Moonshot,id_4927
4928,CC(=O)OCC1Cc2c(-c3ccccn3)cccc2-c2c(O)ccc(-c3ccc(C#N)cc3)c21,19320,Pubchem&Chembl,id_4928
4929,O=C(Nc1cncc2ccccc12)C(NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1,19355.08658,Moonshot,id_4929
4930,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CCCO)CC1,19362.40044,Moonshot,id_4930
4931,CC1(C)OCc2cc(cnc12)N(C(C(=O)Nc1cncc2ccccc12)c1ccno1)C(=O)CCl,19390,BindingDB,id_4931
4932,C1CC(=O)NC1OC2=CC(=CC(=C2)NC(=O)CC3=CN=CC4=CC=CC=C43)Cl,19400,Pubchem&Chembl,id_4932
4933,C1CCN(C1)C(=O)[C@@H]2CC[C@@H](O2)C(=O)NC(C3=CC(=CC=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,19400,Pubchem&Chembl,id_4933
4934,C1COC2=C([C@]1(CC(=O)N3CCN(CC3)CCCO)C(=O)NC4=CN=CC5=CC=CC=C54)C=C(C=C2)Cl,19400,Pubchem&Chembl,id_4934
4935,CC1(CC1)C2=CC=C(C=C2)N(C(C3=CN=CC=C3)C(=O)NC4=CC=C(C=C4)Br)C(=O)C=C,19400,Pubchem&Chembl,id_4935
4936,CCNC(=O)C(C1=CN=CC=C1)N(C2=CC=C(C=C2)C(C)(C)C)C(=O)C=C,19400,Pubchem&Chembl,id_4936
4937,Clc1cccc(c1)C(NC(=O)[C@H]1CC[C@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,19400,BindingDB,id_4937
4938,OCCCN1CCN(CC1)C(=O)C[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,19400,BindingDB,id_4938
4939,Clc1cc(NC(=O)Cc2cncc3ccccc23)cc(OC2CCC(=O)N2)c1,19400,BindingDB,id_4939
4940,CC1(CC1)c1ccc(cc1)N(C(C(=O)Nc1ccc(Br)cc1)c1cccnc1)C(=O)C=C,19400,BindingDB,id_4940
4941,CCNC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,19400,BindingDB,id_4941
4942,C[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,19498.28661,Moonshot,id_4942
4943,C1CNN2C1C(=O)N(N=C2)CC(=O)NC(C3=CC(=CC=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,19500,Pubchem&Chembl,id_4943
4944,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CN(N=N4)C5COCC5=O,19500,Pubchem&Chembl,id_4944
4945,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)C3=C(C=C(C=C3)S(=O)(=O)C)Cl,19500,Pubchem&Chembl,id_4945
4946,CC1=CC(=NC(=N1)NC2CCN(CC2)C(=O)CCl)C,19500,Pubchem&Chembl,id_4946
4947,Clc1cccc(c1)C(NC(=O)Cn1ncn2nccc2c1=O)C(=O)Nc1cncc2ccccc12,19500,BindingDB,id_4947
4948,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cn(nn1)C1COCC1=O,19500,BindingDB,id_4948
4949,C[C@@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,19500,BindingDB,id_4949
4950,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1ccc(cc1Cl)S(C)(=O)=O,19500,BindingDB,id_4950
4951,CC(C)c1ccncc1NC(=O)Cc1cccc(Cl)c1,19500,BindingDB,id_4951
4952,NS(=O)(=O)c1ccc2CCN(CC3CCN(CC3)C(=O)CCl)Cc2c1,19500,BindingDB,id_4952
4953,Cc1cc(C)nc(NC2CCN(CC2)C(=O)CCl)n1,19500,BindingDB,id_4953
4954,CC(C)(C)c1ccc(N(C(=O)c2cn(C3COCC3=O)nn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,19512.34217,Moonshot,id_4954
4955,O=C(Cn1ncn2nccc2c1=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,19515.18428,Moonshot,id_4955
4956,NS(=O)(=O)c1ccc2c(c1)CN(CC1CCN(C(=O)CCl)CC1)CC2,19540.06564,Moonshot,id_4956
4957,Cc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,19588.98828,Moonshot,id_4957
4958,CC1=CC2=NC=C(N2C=C1)NC(=O)CC3=CC(=CC=C3)Cl,19600,Pubchem&Chembl,id_4958
4959,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2cccc(OC(F)(F)F)c2)no1,19640,Pubchem&Chembl,id_4959
4960,CC1=C(c2ccccc2)C1C(=O)NCc1nc(-c2cccc([N+](=O)[O-])c2)no1,19660,Pubchem&Chembl,id_4960
4961,N#Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,19691.61179,Moonshot,id_4961
4962,CC1=C(C=NC=C1)NC(=O)CC2=CC(=CC(=C2)Cl)NC3CC3C(F)(F)F,19700,Pubchem&Chembl,id_4962
4963,COC1=CC=CC(=C1)N2CCN(CC2)C(=O)C3=CC(=O)N=C4C3C=CC=C4,19700,Pubchem&Chembl,id_4963
4964,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC2O)c1,19700,BindingDB,id_4964
4965,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC2C(F)(F)F)c1,19700,BindingDB,id_4965
4966,CC1CCN(CC1)C(=O)c1ccc2N(Cc3ccc4ccccc4c3)C(=O)C(=O)c2c1,19730,BindingDB,id_4966
4967,O=C(Cn1nnc2ccccc21)N(Cc1ccccc1)c1ccc(N2CCOCC2)cc1,19761.05164,Moonshot,id_4967
4968,CC(=O)OCC1O[C@@H](CS[Au])[C@@H](OC(C)=O)C(OC(C)=O)[C@H]1OC(C)=O,19800,BindingDB,id_4968
4969,FC1(F)CCC(CC1)NC(=O)C(N(C(=O)[C@@H]1CO1)c1ccc(cc1)-c1cnco1)c1cncnc1,19910,BindingDB,id_4969
4970,Cc1ccncc1NC(=O)Cn1ccc2ccc(Cl)cc21,19968.183,Moonshot,id_4970
4971,C[C@H](NC(=O)[C@H](c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccccc2)cc1)c1ccccc1,20000,Pubchem&Chembl,id_4971
4972,C1C[C@H](N(NC1)C(=O)/C=C/C2=C(C=C(C=C2)Cl)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N,20000,Pubchem&Chembl,id_4972
4973,C1C[C@H]2N([C@@H](CS2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C(=O)[C@H]1NC(=O)OCC4C5=CC=CC=C5C6=CC=CC=C46,20000,Pubchem&Chembl,id_4973
4974,C1C[C@H]2N([C@@H](CS2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C(=O)[C@H]1NCC(F)(F)F,20000,Pubchem&Chembl,id_4974
4975,C1CC2(CCN(C2=O)[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N)NC1,20000,Pubchem&Chembl,id_4975
4976,C1CCN[C@]2(C1)CCN(C2=O)[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,20000,Pubchem&Chembl,id_4976
4977,C1CCN[C@@]2(C1)CCN(C2=O)[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,20000,Pubchem&Chembl,id_4977
4978,C1CCN[C@@]2(C1)CCN(C2=O)[C@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,20000,Pubchem&Chembl,id_4978
4979,C1CCNC2(C1)CCN(C2=O)[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,20000,Pubchem&Chembl,id_4979
4980,C1CCNC2(C1)CCN(C2=O)[C@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,20000,Pubchem&Chembl,id_4980
4981,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@H](CC2CC2)N3C=CC=C(C3=O)N,20000,Pubchem&Chembl,id_4981
4982,CC(C)(C)CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,20000,Pubchem&Chembl,id_4982
4983,CC(C)(C)NC(=O)C(c1c[nH]cn1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,20000,Pubchem&Chembl,id_4983
4984,CC(C)(C)NC(=O)C(c1cncnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,20000,Pubchem&Chembl,id_4984
4985,CC(C)(C)O[C@@H]1C[C@H](N(C1)C(=O)C2=CC3=C(N2)C=CC=C3OC)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,20000,Pubchem&Chembl,id_4985
4986,CC(C)(C)OC(=O)N1CCCC12CCN(C2=O)[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,20000,Pubchem&Chembl,id_4986
4987,CC(C)(C)OC(=O)N1CCCC12CCN(C2=O)[C@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,20000,Pubchem&Chembl,id_4987
4988,CC(C)(C)OC(=O)NC1=CC=CN(C1=O)[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N,20000,Pubchem&Chembl,id_4988
4989,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,20000,Pubchem&Chembl,id_4989
4990,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)NCC(F)(F)F)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20000,Pubchem&Chembl,id_4990
4991,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)OC(=O)NC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20000,Pubchem&Chembl,id_4991
4992,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C[C@](C2=CC=CC=C2)(C(F)(F)F)O,20000,Pubchem&Chembl,id_4992
4993,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C[C@@](C)(C2=CC=C(C=C2)Cl)O,20000,Pubchem&Chembl,id_4993
4994,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C2C(=N)N(C(=O)O2)C(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,20000,Pubchem&Chembl,id_4994
4995,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=N1)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20000,Pubchem&Chembl,id_4995
4996,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20000,Pubchem&Chembl,id_4996
4997,CC(C)C[C@@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,20000,Pubchem&Chembl,id_4997
4998,CC(C)C[C@H](C(=O)N[C@H](CC1=CN=CN1)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20000,Pubchem&Chembl,id_4998
4999,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,20000,Pubchem&Chembl,id_4999
5000,CC1=C(C(=O)N(C=C1)[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)N,20000,Pubchem&Chembl,id_5000
5001,CC1=C(C(=O)N(C=C1)C(CC2CC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)N,20000,Pubchem&Chembl,id_5001
5002,CC1=C(C=NC=C1)NC(=O)CN2C=CC3=C2C=C(C=C3)Cl,20000,Pubchem&Chembl,id_5002
5003,Cc1ccc(S(=O)(=O)CNC(=O)C(c2cccnc2)N(C(=O)c2ccco2)c2ccc(C(C)(C)C)cc2)cc1,20000,Pubchem&Chembl,id_5003
5004,Cc1cccc(C)c1NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,20000,Pubchem&Chembl,id_5004
5005,CCCNC(=O)OC(C#N)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,20000,Pubchem&Chembl,id_5005
5006,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,20000,Pubchem&Chembl,id_5006
5007,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,20000,Pubchem&Chembl,id_5007
5008,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C#N,20000,Pubchem&Chembl,id_5008
5009,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C#N,20000,Pubchem&Chembl,id_5009
5010,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H]4CC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,20000,Pubchem&Chembl,id_5010
5011,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CCOCC4)CC3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,20000,Pubchem&Chembl,id_5011
5012,COC1=CC=CC2=C1C=C(N2)C(=O)N3CCC4=CC=CC=C4[C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,20000,Pubchem&Chembl,id_5012
5013,Cc1nn(C)c(NCc2ccc(s2)-c2cccs2)c1[N+]([O-])=O,20000,BindingDB,id_5013
5014,CC(C)C(=O)Nc1ccc(cc1)N(C(C(=O)NCc1ccccc1)c1ccc(OCCCN(C)C)cc1)C(=O)Cn1nnc2ccccc12,20000,BindingDB,id_5014
5015,FC(F)(F)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,20000,BindingDB,id_5015
5016,Cc1ccncc1NC(=O)Cn1ccc2ccc(Cl)cc12,20000,BindingDB,id_5016
5017,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,20000,BindingDB,id_5017
5018,COc1cccc2[nH]c(cc12)C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)OC(C)(C)C,20000,BindingDB,id_5018
5019,Fc1cc(Cl)ccc1\C=C\C(=O)N1NCCC[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,20000,BindingDB,id_5019
5020,COc1cccc2[nH]c(cc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](Cc1cnc[nH]1)C#N,20000,BindingDB,id_5020
5021,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(NCC(F)(F)F)C#N,20000,BindingDB,id_5021
5022,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C1OC(=O)N(C(C)C)C1=N,20000,BindingDB,id_5022
5023,COc1cccc2[nH]c(cc12)C(=O)N1CC2(CC1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)CCOCC2,20000,BindingDB,id_5023
5024,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccn1)C#N,20000,BindingDB,id_5024
5025,FC(F)(F)CN[C@H]1CC[C@@H]2SC[C@H](N2C1=O)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,20000,BindingDB,id_5025
5026,CC(C)(C)OC(=O)N1CCCC11CCN([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C#N)C1=O,20000,BindingDB,id_5026
5027,O=C(N[C@@H](C[C@@H]1CCNC1=O)C#N)[C@H](CC1CC1)N1CCC2(CCCN2)C1=O,20000,BindingDB,id_5027
5028,O=C(N[C@H]1CC[C@@H]2SC[C@H](N2C1=O)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)OCC1c2ccccc2-c2ccccc12,20000,BindingDB,id_5028
5029,N[C@H]1CC[C@@H]2SC[C@H](N2C1=O)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,20000,BindingDB,id_5029
5030,COc1cccc2[nH]c(cc12)C(=O)N[C@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N,20000,BindingDB,id_5030
5031,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C#N)c1=O,20000,BindingDB,id_5031
5032,COc1cccc2[nH]c(cc12)C(=O)N1C[C@@H]2CC[C@@H]2[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,20000,BindingDB,id_5032
5033,COc1cccc2[nH]c(cc12)C(=O)N1CCc2ccccc2[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N,20000,BindingDB,id_5033
5034,CCCNC(=O)OC(C#N)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)c1cc2c(OC)cccc2[nH]1,20000,BindingDB,id_5034
5035,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(OC(=O)NC(C)C)C#N,20000,BindingDB,id_5035
5036,Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccc(O)c(O)c1,20000,BindingDB,id_5036
5037,Cc1nn(C)c(NCc2ccc(s2)-c2cccs2)c1N(=O)=O,20000,BindingDB,id_5037
5038,FC(F)(F)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,20000,BindingDB,id_5038
5039,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCNC1=O)C#N,20000,BindingDB,id_5039
5040,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C#N,20000,BindingDB,id_5040
5041,Cc1ccn(C(CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C#N)c(=O)c1N,20000,BindingDB,id_5041
5042,CC(C)(C)OC(=O)N1CCCC11CCN([C@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C#N)C1=O,20000,BindingDB,id_5042
5043,O=C(N[C@@H](C[C@@H]1CCNC1=O)C#N)[C@@H](CC1CC1)N1CC[C@]2(CCCCN2)C1=O,20000,BindingDB,id_5043
5044,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C#N,20000,BindingDB,id_5044
5045,O=C(N[C@H](C[C@H]1CCNC1=O)C#N)[C@@H](CC1CC1)N1CCC2(CCCCN2)C1=O,20000,BindingDB,id_5045
5046,C[C@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,20076.65763,Moonshot,id_5046
5047,C1C[C@H](COC1)C(=O)NCC2=C(C=C(C=C2)Cl)CN3CCN(CC3)C(=O)CCl,20100,Pubchem&Chembl,id_5047
5048,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,20120.26644,Moonshot,id_5048
5049,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCSC)c1cccnc1,20161.94516,Moonshot,id_5049
5050,O=C(CCl)N1CCCN(S(=O)(=O)c2c(F)cccc2F)CC1,20198.38603,Moonshot,id_5050
5051,C1CN(CCN(C1)S(=O)(=O)C2=C(C=CC=C2F)F)C(=O)CCl,20200,Pubchem&Chembl,id_5051
5052,Fc1cccc(F)c1S(=O)(=O)N1CCCN(CC1)C(=O)CCl,20200,BindingDB,id_5052
5053,CSCCNC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,20200,BindingDB,id_5053
5054,CC(CCc1ccccc1)N1CCN(C(=O)CCl)CC1,20270.72446,Moonshot,id_5054
5055,COc1ccc(cc1)-c1nc(SCCc2ccccc2)[nH]c(=O)c1C#N,20300,BindingDB,id_5055
5056,Cn1cc(cn1)-c1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,20390,BindingDB,id_5056
5057,CN(C)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,20460.19896,Moonshot,id_5057
5058,Brc1c(Br)c(Br)c2n[nH]nc2c1Br,20490,BindingDB,id_5058
5059,C1COC2=C([C@]13C(=O)N(C(=O)N3)C4=CN=CC5=CC=CC=C54)C=C(C=C2)Cl,20500,Pubchem&Chembl,id_5059
5060,CN(C)C(=O)C[C@]1(CCOC2=C1C=C(C=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,20500,Pubchem&Chembl,id_5060
5061,O=C(Cn1nnc2ccccc12)N(CC1CCOC1)c1ccc(cc1)-c1cccnc1,20500,BindingDB,id_5061
5062,CN(C)C(=O)C[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,20500,BindingDB,id_5062
5063,Clc1ccc2OCC[C@]3(NC(=O)N(C3=O)c3cncc4ccccc34)c2c1,20500,BindingDB,id_5063
5064,O=C1N[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,20502.32132,Moonshot,id_5064
5065,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nnc(C3CCCCC3)o2)c1,20646.39979,Moonshot,id_5065
5066,Cn1c(=O)[nH]c2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c21,20674.77206,Moonshot,id_5066
5067,CN1C(=O)CC(C2=C1C=CC(=C2)Cl)(C(=O)NC3=CN=CC4=CC=CC=C43)O,20700,Pubchem&Chembl,id_5067
5068,CN1C2=C(C=NC=C2NC1=O)NC(=O)C3CCOC4=C3C=C(C=C4)Cl,20700,Pubchem&Chembl,id_5068
5069,COc1ccc(-c2sc3n(c(NC(C)(C)C)c4[n+]3[C@H]3CC(=O)C=C[C@H]3OC4)c2-c2ccc(OC)cc2)cc1.O=S(=O)([O-])C(F)(F)F,20700,Pubchem&Chembl,id_5069
5070,CN1C(=O)CC(O)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc12,20700,BindingDB,id_5070
5071,Cn1c2c(NC(=O)C3CCOc4ccc(Cl)cc34)cncc2[nH]c1=O,20700,BindingDB,id_5071
5072,CN1C(=O)CC(O)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,20730.11851,Moonshot,id_5072
5073,O=C1CC(O)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1,20755.90029,Moonshot,id_5073
5074,COc1ccc2c(O[C@@H]3C[C@@H]4N(C3)C(=O)[C@H](CCCCCC=C[C@@H]3C[C@]3(NC4=O)C(O)=O)NC(=O)OC3CCCC3)cc(nc2c1)-c1csc(NC(C)C)n1,20770,BindingDB,id_5074
5075,O=C(CCc1cccc(Cl)c1)Nc1cncc2ccccc12,20793.42111,Moonshot,id_5075
5076,C1C(=O)NC2=C(C1(C(=O)NC3=CN=CC4=CC=CC=C43)O)C=C(C=C2)Cl,20800,Pubchem&Chembl,id_5076
5077,OC1(CC(=O)Nc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,20800,BindingDB,id_5077
5078,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=O)C3CC(=O)NC4=CC=CC=C34,20900,Pubchem&Chembl,id_5078
5079,Clc1cccc(c1)N1CCN(CC1)C(=O)C1CC(=O)Nc2ccccc12,20900,BindingDB,id_5079
5080,O=C1CC(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c2ccccc2N1,20905.83645,Moonshot,id_5080
5081,CC(C)=CCC/C(C)=C/CC[C@]1(C)C=Cc2c(C=O)c(O)c(C)c(O)c2O1,21000,Pubchem&Chembl,id_5081
